accountsservice
pptp-linux
procps
psmisc
publicsuffix
pulseaudio
pulseaudio-module-bluetooth
pulseaudio-utils
python
python-apt-common
python-bs4
python-cairo
python-chardet
python-dbus
python-gi
python-gi-cairo
python-html5lib
python-lxml
python-minimal
python-olefile
python-pam
python-pexpect
python-pil
python-pkg-resources
python-ptyprocess
python-pyinotify
python-six
python-talloc
python-webencodings
python2.7
python2.7-minimal
python3
python3-apport
python3-apt
python3-aptdaemon
python3-aptdaemon.gtk3widgets
python3-cairo
python3-certifi
python3-cffi-backend
python3-chardet
python3-commandnotfound
python3-cups
python3-cupshelpers
python3-dbus
python3-defer
python3-distro-info
python3-distupgrade
python3-gdbm
python3-gi
python3-gi-cairo
python3-httplib2
python3-idna
python3-macaroonbakery
python3-minimal
python3-nacl
python3-netifaces
python3-pkg-resources
python3-problem-report
python3-protobuf
python3-psutil
python3-pymacaroons
python3-requests
python3-requests-unixsocket
python3-rfc3339
python3-setproctitle
python3-six
python3-systemd
python3-tz
python3-update-manager
python3-urllib3
python3-xapp
python3-xdg
python3-xlib
python3-yaml
python3.6
python3.6-minimal
rake
readline-common
rsync
rsyslog
rtkit
ruby
ruby-did-you-mean
ruby-json
ruby-minitest
ruby-net-telnet
ruby-power-assert
ruby-test-unit
ruby2.5
rubygems-integration
samba-libs
sane-utils
sed
sensible-utils
session-migration
sgml-base
shared-mime-info
sound-theme-freedesktop
strace
sudo
system-config-printer-common
system-config-printer-udev
systemd
systemd-sysv
sysvinit-utils
t1utils
tar
tasksel
tasksel-data
tcpdump
telnet
time
tzdata
ubuntu-advantage-tools
ubuntu-docs
ubuntu-keyring
ubuntu-minimal
ubuntu-mono
ubuntu-release-upgrader-core
ubuntu-standard
ubuntu-system-service
ubuntu-touch-sounds
ucf
udev
udisks2
ufw
unity-greeter
unity-settings-daemon
unzip
update-inetd
update-manager-core
upower
ureadahead
usb-modeswitch
usb-modeswitch-data
usbmuxd
usbutils
util-linux
uuid-runtime
vim-common
vim-tiny
wamerican
wbritish
wget
whiptail
whoopsie-preferences
wireless-regdb
wpasupplicant
x11-common
x11-utils
x11-xkb-utils
x11-xserver-utils
xapps-common
xauth
xdg-user-dirs
xdg-utils
xfonts-base
xfonts-encodings
xfonts-utils
xkb-data
xscreensaver-data
xscreensaver-data-extra
xscreensaver-gl
xscreensaver-gl-extra
xserver-common
xserver-xorg
xserver-xorg-core
xserver-xorg-input-all
xserver-xorg-input-libinput
xserver-xorg-input-wacom
xserver-xorg-legacy
xserver-xorg-video-all
xserver-xorg-video-amdgpu
xserver-xorg-video-ati
xserver-xorg-video-fbdev
xserver-xorg-video-intel
xserver-xorg-video-nouveau
xserver-xorg-video-qxl
xserver-xorg-video-radeon
xserver-xorg-video-vesa
xserver-xorg-video-vmware
xxd
xz-utils
yelp
yelp-xsl
zenity
zenity-common
zip
zlib1g
