acpi-support
grilo-plugins-0.3-base
gstreamer1.0-alsa
gstreamer1.0-fluendo-mp3
gstreamer1.0-gtk3
gstreamer1.0-libav
gstreamer1.0-packagekit
gstreamer1.0-plugins-base-apps
gstreamer1.0-plugins-ugly
gstreamer1.0-tools
gstreamer1.0-vaapi
gtk2-engines-murrine
hplip
hplip-data
i965-va-driver
ibus-table
ifupdown
imagemagick
imagemagick-6-common
imagemagick-6.q16
inputattach
kerneloops
liba52-0.7.4
libaacs0
libao-common
libao4
libappstream-glib8
libart-2.0-2
libass9
libatk-adaptor
libaudio2
libavcodec57
libavfilter6
libavformat57
libavresample3
libavutil55
libbabeltrace1
libbdplus0
libbluray2
libboost-date-time1.65.1
libboost-filesystem1.65.1
libboost-iostreams1.65.1
libboost-locale1.65.1
libbrlapi0.6
libbs2b0
libc6-dbg
libcairo-gobject-perl
libcairo-perl
libcc1-0
libcdr-0.1-1
libchromaprint1
libclucene-contribs1v5
libclucene-core1v5
libcmis-0.5-5v5
libcolamd2
libcrystalhd3
libcupscgi1
libcupsmime1
libcupsppdc1
libdazzle-1.0-0
libdbusmenu-gtk4
libdee-1.0-4
libdjvulibre-text
libdjvulibre21
libdotconf0
libdvdnav4
libdvdread4
libdw1
libe-book-0.1-1
libedataserverui-1.2-2
libefiboot1
libefivar1
libegl1-mesa
libeot0
libepubgen-0.1-1
libespeak-ng1
libetonyek-0.1-1
libevdocument3-4
libevent-2.1-6
libevview3-3
libexiv2-14
libfftw3-double3
libfftw3-single3
libflite1
libfontembed1
libfreerdp-client2-2
libfreerdp2-2
libfwup1
libfwupd2
libgail-common
libgail18
libgc1c2
libgcab-1.0-0
libgdm1
libgexiv2-2
libgjs0g
libgles2
libglib-object-introspection-perl
libglib-perl
libgme0
libgnome-autoar-0-0
libgnome-menu-3-0
libgom-1.0-0
libgpgmepp6
libgpod-common
libgpod4
libgsm1
libgspell-1-1
libgspell-1-common
libgstreamer-plugins-bad1.0-0
libgtk2.0-0
libgtk2.0-bin
libgtk2.0-common
libgtk3-perl
libgtksourceview-3.0-1
libgtksourceview-3.0-common
libgutenprint2
libgxps2
libhpmud0
libilmbase12
libiw30
libkpathsea6
liblangtag-common
liblangtag1
liblcms2-utils
liblirc-client0
libllvm6.0
liblouis-data
liblouis14
liblouisutdml-bin
liblouisutdml-data
liblouisutdml8
liblqr-1-0
liblua5.3-0
libmagickcore-6.q16-3
libmagickcore-6.q16-3-extra
libmagickwand-6.q16-3
libmediaart-2.0-0
libmozjs-52-0
libmpeg2-4
libmspub-0.1-1
libmutter-2-0
libmysofa0
libnet-libidn-perl
libnorm1
libnotify-bin
libodfgen-0.1-1
libopencore-amrnb0
libopencore-amrwb0
libopenexr22
libopenjp2-7
libopenmpt0
libpcaudio0
libpeas-1.0-0
libpeas-common
libpgm-5.2-0
libpoppler-glib8
libpoppler73
libpostproc54
libproxy1-plugin-gsettings
libproxy1-plugin-networkmanager
libqpdf21
libqqwing2v5
libraw16
librevenge-0.0-0
librubberband2
libsane-hpaio
libsgutils2-2
libshine3
libsidplay1v5
libsmbios-c2
libsnappy1v5
libsnmp-base
libsnmp30
libsonic0
libsoxr0
libspectre1
libspeechd2
libssh-4
libssh-gcrypt-4
libsuitesparseconfig5
libswresample2
libswscale4
libsysmetrics1
libtracker-sparql-2.0-0
libu2f-udev
libunity-protocol-private0
libunity-scopes-json-def-desktop
libunity9
libva-drm2
libva-wayland2
libva-x11-2
libva2
libvdpau1
libvncclient1
libwayland-egl1-mesa
libwinpr2-2
libwmf0.2-7
libwmf0.2-7-gtk
libwnck-3-0
libwnck-3-common
libx264-152
libx265-146
libxapian30
libxcb-icccm4
libxcb-image0
libxcb-keysyms1
libxcb-randr0
libxcb-render-util0
libxcb-res0
libxcb-xkb1
libxcb-xv0
libxkbcommon-x11-0
libxmlsec1
libxmlsec1-nss
libxres1
libxvidcore4
libzeitgeist-2.0-0
libzmq5
libzvbi-common
libzvbi0
light-themes
linux-headers-5.3.0-28
linux-headers-5.3.0-28-generic
linux-image-5.3.0-28-generic
linux-modules-5.3.0-28-generic
linux-modules-extra-5.3.0-28-generic
linux-sound-base
lp-solve
media-player-info
memtest86+
mesa-va-drivers
mesa-vdpau-drivers
mscompress
mtools
mutter
mutter-common
nautilus
nautilus-sendto
nautilus-share
network-manager-config-connectivity-ubuntu
network-manager-pptp-gnome
notification-daemon
openprinting-ppds
orca
pcmciautils
plymouth-label
plymouth-theme-ubuntu-logo
policykit-desktop-privileges
poppler-utils
pppconfig
pppoeconf
printer-driver-brlaser
printer-driver-c2esp
printer-driver-foo2zjs
printer-driver-foo2zjs-common
printer-driver-gutenprint
printer-driver-hpcups
printer-driver-m2300w
printer-driver-min12xxw
printer-driver-pnm2ppa
printer-driver-postscript-hp
printer-driver-ptouch
printer-driver-pxljr
printer-driver-sag-gdi
printer-driver-splix
python3-asn1crypto
python3-brlapi
python3-crypto
python3-cryptography
python3-dateutil
python3-debconf
python3-debian
python3-keyring
python3-keyrings.alt
python3-launchpadlib
python3-lazr.restfulclient
python3-lazr.uri
python3-louis
python3-mako
python3-markupsafe
python3-oauth
python3-olefile
python3-pexpect
python3-pil
python3-ptyprocess
python3-pyatspi
python3-renderpm
python3-reportlab
python3-reportlab-accel
python3-secretstorage
python3-simplejson
python3-software-properties
python3-speechd
python3-wadllib
python3-xkit
python3-zope.interface
qpdf
rfkill
sbsigntool
seahorse
secureboot-db
snapd
software-properties-common
software-properties-gtk
sound-icons
speech-dispatcher
speech-dispatcher-audio-plugins
speech-dispatcher-espeak-ng
spice-vdagent
squashfs-tools
ssl-cert
syslinux
syslinux-common
syslinux-legacy
system-config-printer
thermald
ubuntu-artwork
ubuntu-desktop
ubuntu-drivers-common
ubuntu-release-upgrader-gtk
ubuntu-report
ubuntu-restricted-addons
ubuntu-session
ubuntu-settings
ubuntu-software
ubuntu-sounds
ubuntu-wallpapers
ubuntu-wallpapers-bionic
unattended-upgrades
update-manager
update-notifier
update-notifier-common
usb-creator-common
va-driver-all
vdpau-driver-all
whoopsie
wireless-tools
x11-apps
x11-session-utils
xbitmaps
xbrlapi
xcursor-themes
xdg-desktop-portal
xdg-desktop-portal-gtk
xdg-user-dirs-gtk
xfonts-scalable
xinit
xinput
xorg
xorg-docs-core
xserver-xephyr
xserver-xorg-core-hwe-18.04
xserver-xorg-hwe-18.04
xserver-xorg-input-all-hwe-18.04
xserver-xorg-input-libinput-hwe-18.04
xserver-xorg-input-wacom-hwe-18.04
xserver-xorg-legacy-hwe-18.04
xserver-xorg-video-all-hwe-18.04
xserver-xorg-video-amdgpu-hwe-18.04
xserver-xorg-video-ati-hwe-18.04
xserver-xorg-video-fbdev-hwe-18.04
xserver-xorg-video-intel-hwe-18.04
xserver-xorg-video-nouveau-hwe-18.04
xserver-xorg-video-qxl-hwe-18.04
xserver-xorg-video-radeon-hwe-18.04
xserver-xorg-video-vesa-hwe-18.04
xserver-xorg-video-vmware-hwe-18.04
xul-ext-ubufox
xwayland
